"EEC_MEASURE";"UNIT_MEASURE";"PCS";"SEX";"AGE";"EMPFORM";"EMPSTA";"EDUC";"IMMI";"WKTIME";"ACTIVITY";"UNDEREMP";"UNEMPDUR";"COMPOHALO";"OBS_STATUS";"TIME_PERIOD";"OBS_VALUE"
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"G";"_T";"_T";"_T";"A";2024;7
"ACTRATE";"PT";"_T";"_T";"Y15T24";"_T";"_T";"_T";"21";"_T";"_T";"_T";"_T";"_T";"A";2024;30.6
"EMPRATE";"PT";"_T";"_T";"Y25T29";"_T";"1_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;82.1
"EMPRATE";"PT";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;36.6
"POP";"_Z";"_T";"F";"Y49";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;424.7
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y53";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;40.8
"PT_EMPSTA_IN_POP";"PT";"_T";"_T";"Y37";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.3
"POP";"_Z";"_T";"F";"Y20T24";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;184.8
"EMPRATE";"PT";"_T";"M";"Y15T19";"_T";"1_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;18.7
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y59";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.3
"POP";"_Z";"_T";"_T";"Y36";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;707
"EMP";"_Z";"21";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"64";"_T";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.6
"EMP";"_Z";"40";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;449.7
"EMP";"_Z";"52";"M";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;55.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"47";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"22";"_T";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.6
"PT_AGE_IN_EMP_BY_PCS";"PT";"44";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"45";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.1
"EMP";"_Z";"23";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;8.1
"EMP";"_Z";"69";"_T";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;27.3
"EMP";"_Z";"20";"_T";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;260.6
"EMP";"_Z";"54";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;140
"EMP";"_Z";"62";"_T";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;54
"EMP";"_Z";"64";"F";"Y25T29";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.9
"UNEMPRATE";"PT";"_X";"M";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;51
"EMP";"_Z";"47";"_T";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;128.9
"UNEMPRATE";"PT";"_T";"_T";"Y15T74";"_T";"2_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;6.3
"EMP";"_Z";"46";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1166.5
"EMP";"_Z";"_T";"M";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"B";"_T";"_T";"_T";"A";2024;14.5
"EMP";"_Z";"_T";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;42.5
"EMP";"_Z";"_T";"F";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"C26";"_T";"_T";"_T";"A";2024;21.5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M69T71";"_T";"_T";"_T";"A";2024;25.2
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"M73T75";"_T";"_T";"_T";"A";2024;1.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;0.2
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"C26";"_T";"_T";"_T";"A";2024;9.5
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"40";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"D";"_T";"_T";"_T";"A";2024;41.8
"EMP";"_Z";"_T";"F";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"C29_30";"_T";"_T";"_T";"A";2024;0.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"31";"M";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"31";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"46";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.7
"EMP";"_Z";"_X";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C19";"_T";"_T";"_T";"A";2024;0
"PT_AGE_IN_EMP_BY_PCS";"PT";"10";"F";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4.9
"EMP";"_Z";"10";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_X";"_T";"_T";"_T";"A";2024;9.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"22";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.3
"EMP";"_Z";"50";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C10T12";"_T";"_T";"_T";"A";2024;90.8
"EMP";"_Z";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"Q87_88";"_T";"_T";"_T";"A";2024;24.7
"EMP";"_Z";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;223.5
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"F";"Y65T89";"_T";"_T";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;12.6
"POP";"_Z";"_T";"M";"Y50T64";"_T";"2_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;67.8
"POP";"_Z";"_T";"M";"Y50T64";"_T";"2_BIT";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;37.1
"POP";"_Z";"_T";"_T";"Y80T84";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1751.1
"PT_WKTIME_IN_EMP_BY_AGE";"PT";"_T";"M";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;50.7
"PT_UNDEREMP_IN_EMP";"PT";"67";"_T";"_T";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3.9
"POP";"_Z";"_T";"F";"Y15T19";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;43.3
"POP";"_Z";"_T";"F";"Y15T89";"_T";"_T";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7651.5
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"42";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;64.9
"EMP";"_Z";"6_NP";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;1.8
"PT_WKTIME_IN_EMP_BY_EMPFORM";"PT";"_T";"_T";"Y_GE15";"2";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;82.7
"PTSUNDAY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;24.1
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"68";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;51.8
"PTEVENING";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;36.2
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"6_NP";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_WKTIME_IN_EMP_BY_EMPFORM";"PT";"_T";"F";"Y_GE15";"2";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;37
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"55";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"43";"F";"Y20T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;105.9
"PT_AGE_IN_EMP_BY_PCS";"PT";"62";"_T";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5
"PT_AGE_IN_EMP_BY_PCS";"PT";"43";"_T";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.3
"PT_AGE_IN_EMP_BY_PCS";"PT";"68";"F";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;6.6
"EMP";"_Z";"48";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;19.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"5_NP";"F";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.3
"EMP";"_Z";"33";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;302.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"64";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;37.8
"PT_AGE_IN_EMP_BY_PCS";"PT";"4_NP";"_T";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;27.1
"POP";"_Z";"_T";"_T";"Y30";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;82.8
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y62";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;30.5
"POP";"_Z";"_T";"F";"Y38";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;465
"POP";"_Z";"_T";"M";"Y35";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;22.8
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y24";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;50
"POP";"_Z";"_T";"F";"Y53";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;68.8
"POP";"_Z";"_T";"_T";"Y_GE15";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;55436
"POP";"_Z";"_T";"M";"Y40T49";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;209.7
"POP";"_Z";"_T";"F";"Y47";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;52.2
"ACTPOP";"_Z";"_T";"_T";"Y50T54";"_T";"_T";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;512.9
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"2";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;28.3
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"K";"_T";"_T";"_T";"A";2024;0.3
"ACTRATE";"PT";"_T";"F";"Y45T49";"_T";"_T";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;90.7
"EMP";"_Z";"_T";"_T";"Y15T74";"_T";"1_BIT";"_T";"21";"_T";"A";"_T";"_T";"_T";"A";2024;23.9
"ACTPOP";"_Z";"_T";"M";"Y15T24";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1834.7
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"23T25";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;1.5
"ACTPOP";"_Z";"_T";"F";"Y55T59";"_T";"_T";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;1437.7
"EMP";"_Z";"_T";"M";"Y_GE15";"271";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;112.5
"EMP";"_Z";"_T";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"C22_23";"_T";"_T";"_T";"A";2024;18.8
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;17.2
"EMP";"_Z";"_T";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"M72";"_T";"_T";"_T";"A";2024;150.7
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C26";"_T";"_T";"_T";"A";2024;0
"EMPSAL";"_Z";"_T";"F";"Y25T49";"26";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;99.4
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"20";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"I";"_T";"_T";"_T";"A";2024;15.4
"EMP";"_Z";"_T";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"C13T15";"_T";"_T";"_T";"A";2024;80.5
"EMP";"_Z";"_T";"M";"Y50T64";"_T";"1_BIT";"_T";"_T";"_T";"C20";"_T";"_T";"_T";"A";2024;32.4
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C22_23";"_T";"_T";"_T";"A";2024;15
"EMP";"_Z";"20";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"E";"_T";"_T";"_T";"A";2024;6.7
"EMP";"_Z";"40";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"A";"_T";"_T";"_T";"A";2024;17.1
"EMP";"_Z";"10";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C27";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"20";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"D";"_T";"_T";"_T";"A";2024;0.5
"EMP";"_Z";"20";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;1340.5
"EMP";"_Z";"20";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"M_N";"_T";"_T";"_T";"A";2024;131.2
"PT_AGE_IN_EMP_BY_PCS";"PT";"23";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.7
"EMP";"_Z";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"Q86";"_T";"_T";"_T";"A";2024;167.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"69";"M";"Y30T34";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;10.7
"POP";"_Z";"_T";"M";"Y25T49";"_T";"2_BIT";"3_X_353";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;135.1
"POP";"_Z";"_T";"_T";"Y85T89";"_T";"_T";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;53.2
"EMP";"_Z";"_T";"F";"Y15T24";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;873.9
"PT_EMPSTA_IN_POP";"PT";"_T";"M";"Y15T19";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.7
"POP";"_Z";"_T";"M";"Y15T24";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;4052.9
"PT_EDUC_EMPSTA_IN_POP_BY_AGE";"PT";"_T";"F";"Y65T89";"_T";"2_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"POP";"_Z";"_T";"_T";"Y60T64";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1394.2
"EMP";"_Z";"_T";"_T";"Y_GE15";"271";"1_BIT";"_T";"_T";"PT";"_T";"_T";"_T";"_T";"A";2024;157.8
"PT_WKTIME_IN_EMP_BY_AGE";"PT";"_T";"M";"Y_GE65";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;54.6
"UNEMP";"_Z";"_T";"M";"Y25T49";"_T";"2_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;52.9
"UNEMP";"_Z";"_T";"M";"Y25T49";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;615
"UNEMP";"_Z";"_T";"M";"Y15T19";"_T";"2_BIT";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;87.5
"EMP";"_Z";"6_NP";"F";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.9
"EMP";"_Z";"5_NP";"_T";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0.2
"UNEMP";"_Z";"2_NP";"_T";"Y_GE15";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"UNEMPRATE";"PT";"_T";"M";"Y70T74";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.1
"EMP";"_Z";"31";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;370.3
"UNEMP";"_Z";"_T";"M";"Y35T39";"_T";"2_BIT";"_T";"10";"_T";"_T";"_T";"_T";"_T";"A";2024;25.4
"PT_AGE_IN_EMP_BY_PCS";"PT";"44";"_T";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;1.7
"EMP";"_Z";"10";"F";"Y50T54";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;19
"PT_AGE_IN_EMP_BY_PCS";"PT";"52";"F";"Y35T39";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;9.5
"PT_AGE_IN_EMP_BY_PCS";"PT";"2_NP";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"EMP";"_Z";"31";"M";"Y40T44";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;39
"EMP";"_Z";"23";"F";"Y60T64";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;2.5
"EMP";"_Z";"35";"F";"Y45T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;19.6
"EMP";"_Z";"44";"F";"Y15T19";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"37";"M";"Y55T59";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;108.2
"POP";"_Z";"_T";"_T";"Y40T44";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;223.5
"EMPRATE";"PT";"_T";"M";"Y25T49";"_T";"1_BIT";"0T2";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;69.9
"PT_EMPSTA_IN_POP";"PT";"_T";"_T";"Y32";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_EMPSTA_IN_POP";"PT";"_T";"_T";"Y50T54";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"POP";"_Z";"_T";"M";"Y22";"_T";"3_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;103.8
"POP";"_Z";"_T";"M";"Y61";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;417.5
"PT_EMPSTA_IN_POP";"PT";"_T";"F";"Y32";"_T";"2_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3
"EMPRATE";"PT";"_T";"_T";"Y30T34";"_T";"1_BIT";"4T5";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;88.4
"POP";"_Z";"_T";"F";"Y40T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;3488.4
"ACTRATE";"PT";"_T";"_T";"Y15T64";"_T";"_T";"_T";"22";"_T";"_T";"_T";"_T";"_T";"A";2024;76.3
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"F";"Y_GE15";"2";"1_BIT";"_T";"_T";"_T";"GTI";"_T";"_T";"_T";"A";2024;38
"ACTPOP";"_Z";"_T";"M";"Y45T49";"_T";"_T";"3A";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;386.2
"PT_AGE_IN_HALO_Y15T64";"PT";"_T";"_T";"Y15T24";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;7.3
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"211";"1_BIT";"_T";"_T";"_T";"J";"_T";"_T";"_T";"A";2024;50.3
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"2";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;92.5
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"11";"1_BIT";"_T";"_T";"_T";"F";"_T";"_T";"_T";"A";2024;23.5
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;5.1
"PT_EMPFORM_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"L";"_T";"_T";"_T";"A";2024;43.8
"PT_EMPFORM_IN_EMPSAL_BY_AGE";"PT";"_T";"_T";"Y25T49";"_T";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;100
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"10";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"H";"_T";"_T";"_T";"A";2024;0
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"J61";"_T";"_T";"_T";"A";2024;71.1
"EMP";"_Z";"_T";"_T";"Y15T24";"_T";"1_BIT";"_T";"_T";"_T";"C19";"_T";"_T";"_T";"A";2024;0.1
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"30";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C24_25";"_T";"_T";"_T";"A";2024;10
"PT_AGE_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"OTQ";"_T";"_T";"_T";"A";2024;100
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"10";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"TER";"_T";"_T";"_T";"A";2024;0
"PT_PCS_IN_EMP_BY_ACTIVITY";"PT";"50";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"_T";"C27";"_T";"_T";"_T";"A";2024;0.9
"PT_EMPFORM_IN_EMPSAL_BY_AGE";"PT";"_T";"F";"Y50T64";"23T25";"1_BIT";"_T";"_T";"_T";"_T";"_T";"_T";"_T";"A";2024;0
"EMP";"_Z";"37";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;1833.1
"EMP";"_Z";"21";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;188.2
"EMP";"_Z";"_T";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"Q87_88";"_T";"_T";"_T";"A";2024;550.5
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"M";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"J62_63";"_T";"_T";"_T";"A";2024;68.8
"PT_WKTIME_IN_EMP_BY_PCS";"PT";"_X";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;31.8
"PT_WKTIME_IN_EMP_BY_ACTIVITY";"PT";"_T";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"PT";"C20";"_T";"_T";"_T";"A";2024;4.9
"EMP";"_Z";"52";"_T";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;1620.7
"EMP";"_Z";"48";"F";"Y_GE15";"_T";"1_BIT";"_T";"_T";"FT";"_T";"_T";"_T";"_T";"A";2024;64.8
